Rock_Type,Depth_m,UPV,SHR,EM_Response,Fracture_Density,Moisture,Compressive_Strength,X,Y,Z,Speed_mps,Battery_%,Load_tons,Gas_ppm,Temperature_C,Dust_ug_m3,Vibration,Obstacle,Collapse_Risk
Basalt,734.2119668946372,2088.6034319909827,65.80164350487298,146.28121693919076,0.1833121683370027,0.029166419785653687,181.1610463916204,639.2905771251981,765.374217154496,-734.2119668946372,4.320764696852696,75.07433194319911,15.08578822390989,76.82531842011862,23.33459834247439,258.4982041871148,9.05779778703659,0,0.2917781045450056
Limestone,98.99049421173791,3968.0174134277504,31.221650726845784,140.53286150226893,0.8027001077636461,0.11330806605992581,192.69853372111479,746.5003532268792,332.93446080623954,-98.99049421173791,5.621855464559123,68.53391801737554,13.417122765431516,35.87262939745837,10.857264931345513,458.792223596363,9.673831289872378,0,0.5460713786993842
Sandstone,64.53870239726086,4125.01830383109,38.795994408831355,132.68013866638182,0.03253522594475977,0.3672959018674893,205.62457564698877,191.02942886386666,115.3938782589391,-64.53870239726086,7.457345227880308,51.14169067013587,8.644923848329894,187.58814670513496,26.303082424539312,278.7136066145542,3.938301404069816,1,0.5872279071039823
Sandstone,274.59854734658757,4930.801298733357,55.576942359680054,115.54255212955928,0.4573252949111979,0.05069200185031684,240.45653090024808,716.2562122654464,983.7480733480804,-274.59854734658757,2.359901165589183,53.552332420707614,40.839784769497626,169.88763762287002,16.843544118249234,345.9324804286492,1.57976847909289,0,0.6514562877773052
Sandstone,217.22017844975463,5339.652226979856,38.68732665467751,105.54840477966711,0.7858454225851705,0.11751186844373317,234.3182032984231,675.1816215283338,960.8435275706418,-217.22017844975463,1.2124068530946905,73.51566228710729,5.840102209189607,157.47784976124848,17.119326637988987,452.58294412025145,2.6034280665425644,0,0.8117487702639098
Sandstone,328.47983536153185,5516.879183549566,41.62750092735007,189.4682796121275,0.6208611933066747,0.16616816884843724,263.2931898030483,569.9289524783442,786.7535468413593,-328.47983536153185,4.689158127869587,73.85366324687456,15.16798493099743,132.26775448870535,30.299011492492358,199.4150009965448,5.94906262134886,0,0.5652833886993462
Sandstone,636.0826793582173,3324.6889565698184,61.62273262299477,160.67118457421572,0.9864478749457469,0.3731395281367933,193.7461583801965,365.5291610399466,577.2852147546752,-636.0826793582173,7.158443902588713,20.432216550517914,39.33490703360884,164.25267613596486,14.934690811868464,191.74566999041164,6.40239218121832,1,0.9959663609754976
Sandstone,111.13188663176666,4132.590808791914,45.76244345688028,65.44784521478675,0.8519389156646427,0.10189738704877277,212.32749092534456,852.0292584051001,224.69167871581675,-111.13188663176666,7.340456139169404,68.0257381113174,46.946202547037885,20.45223334117301,19.597728426429523,406.44903397096573,5.909209017277686,0,0.5426465230576194
Sandstone,679.450989761166,5279.240978452101,28.381600423999224,182.8331884131494,0.05721086369884676,0.07002321419933381,251.4873932488768,380.4051841846029,161.2762512701016,-679.450989761166,3.284252089454137,45.43055079372778,22.94395027451329,144.95432130658546,11.535328244232144,416.9242216015366,7.127477047920627,0,0.33211940460620404
Granite,74.83338781980697,3671.4680730885825,15.063795891960634,120.9523573046029,0.1630090953823663,0.2822126836390257,161.32820046105363,570.5494525452433,653.6115783597985,-74.83338781980697,5.209315706701837,84.20095626116273,33.88151677475423,16.517450272941158,18.499821774505783,74.72291520777796,5.760065148997878,0,0.31941037852453547
Basalt,561.8894515701229,1615.530037197511,16.805602255997755,90.84236595045326,0.4940615721134717,0.21955565587395529,84.41727947751798,593.8816171061115,979.1218703617295,-561.8894515701229,1.1666711781455676,47.11507605026607,24.90977328855778,23.34802772332627,42.65432396951529,465.0952857766391,0.9840877537630477,0,0.38298680949533226
Sandstone,215.73450330031739,1290.023446599025,59.825882923067304,85.93348315680282,0.022828654303185703,0.010866386885065095,138.64465950284597,982.4465297162196,34.71996757999696,-215.73450330031739,3.519853731886596,95.9469775408284,39.52327305855617,160.97959984651888,30.650793008588256,482.40378436220925,9.964362180729246,0,0.4207157058287009
Granite,397.48976013045194,3574.24131351918,32.52474621646492,146.43147631401314,0.48448149333937096,0.1891248897035268,169.54837815349993,639.6138112592384,444.83563391860224,-397.48976013045194,3.9991096232259187,21.98254707394545,27.86923390034779,137.7628322278526,44.12552017872248,319.00523746727725,9.672493504801555,0,0.6997954927128345
Limestone,175.0264841664283,1172.7011552718147,15.733731325726785,144.7010726394949,0.9156770786707189,0.3749938574186819,39.483432247317324,575.4470487246369,423.8854200417307,-175.0264841664283,0.1427168766410114,87.99189793005117,21.343990997694206,142.98100329829236,33.013296771178815,38.16655837431959,4.093816209200213,0,0.9279181742368332
Basalt,554.6967138607366,4303.383105171737,62.1378437975578,164.5703448263442,0.9094288280913648,0.04826980576704663,247.66079394005,723.9055255088647,261.4293590718344,-554.6967138607366,4.119158431349403,99.15250612936921,11.734528263737886,178.27012134984335,37.382079864484645,75.809953488709,3.0841338461015644,0,0.8628190855022029
Granite,643.8411232250265,3507.9366906563027,55.822415912561716,137.20493751898488,0.056756585496608,0.29466478318369344,224.59423443297257,350.6304705605737,246.3911711948684,-643.8411232250265,6.9703866189695365,51.92647311990971,0.8233641061503649,50.132602658572445,28.268631832776933,242.53532493262497,6.28402968213036,0,0.19366236416601598
Granite,765.268489334863,5604.408731685748,19.59170150098123,182.85076167790174,0.6600696331310412,0.3003477395812479,239.038319194255,854.1102114731098,835.6710835744518,-765.268489334863,5.3497054089945815,66.03983578808594,5.138506488903127,126.83727478627233,31.794225908419396,232.8673024051302,3.4566855749044123,1,0.7878896462548604
Limestone,793.0103164296115,2689.8103858620434,59.455200909323864,152.2951013898429,0.48310565168658137,0.2491528055409103,184.7553985595394,33.7463313406906,624.8461381381334,-793.0103164296115,5.293088910595673,46.81919184792332,9.723587628016118,42.282584485559504,11.758349442619329,217.30081250027976,1.940944082640772,0,0.44953894647098064
Granite,922.3579708402759,5849.248336101184,68.11519716825353,96.4301773589995,0.5046714247869877,0.3662224582553213,300.73608723976855,777.1469889323237,485.12231062990963,-922.3579708402759,7.468784778046132,85.08656562893086,19.142458839205606,133.32247845889256,34.45024598471089,100.53028732417435,8.729316977984848,1,0.6112430299173988
Sandstone,323.90391222647713,2977.305384889111,16.77216484400207,187.8602640915694,0.328529012104285,0.22640231194054095,143.76014067254175,175.3158495610897,271.51394117775675,-323.90391222647713,6.578237857984195,25.08962976367137,5.532747834315854,182.80770305973704,15.078474403710091,299.95993484502077,3.7902499358389674,0,0.6390493554800191
Sandstone,638.3376601736368,2110.021301097669,69.53089808958484,141.19466077400682,0.5387044236328737,0.16341061284582575,173.29443912768855,942.857774144366,637.5323419497661,-638.3376601736368,7.0378006542588505,49.737596794273685,8.538646113862313,56.9947394349954,27.458171704695573,267.89219418625515,4.418908404605364,0,0.3626575007531092
Granite,295.9915247470636,806.7556422737549,61.97757780196478,69.90949248907782,0.34165434850843457,0.2086181389951965,110.18837317737442,174.63470634959998,402.09810475128785,-295.9915247470636,6.553199836718525,35.747123740881435,45.977307864850495,174.83706995210093,30.76806096143636,307.7601739490696,1.318463576430735,0,0.6865643080136073
Sandstone,490.16504530149393,1083.5927909654001,61.12305577740022,49.478685717486705,0.8963419807213137,0.3334310943606255,95.74395085317241,882.8095653710825,48.5369438888289,-490.16504530149393,7.757682892235301,52.097290802819316,29.99267511117375,65.97649878433714,15.972685140976102,71.5684991526026,9.016615420312942,0,0.6869508786871326
Granite,531.5150943951467,5108.648747034926,49.32186963846562,102.5512998445235,0.5952377402894772,0.21046728372380952,258.0179275890262,485.08304767878604,904.1999050866845,-531.5150943951467,4.404542162829718,24.473560220933628,39.999587470503336,137.68350104625736,37.6825410683028,495.14916524426366,0.5540776397778291,1,0.7352340761761154
Limestone,140.79037297111125,2835.27840438313,69.72230349146867,183.71862291294525,0.4339688825039574,0.1526782620400806,205.2669716252151,346.20395187630857,945.4660237182609,-140.79037297111125,2.543092346256125,67.00177139769457,31.789830010797736,140.34325078591814,18.756362040067838,125.88748416445078,2.7754390155062336,1,0.6698834310224094
Granite,345.36728163719437,2554.3797989694467,32.40499150775959,129.5345317249722,0.7832299799610036,0.24957119950451612,129.2738794735132,683.7998809261131,795.7857591434281,-345.36728163719437,0.6260969387925055,52.6879650725223,47.40861841198489,75.83524543009364,41.03577391714195,342.28652627329654,6.856465919587595,1,0.6584767338515045
Sandstone,216.7721403669574,1728.8818442421598,65.01960420490175,109.80796469996433,0.8456938553861929,0.12699959386329915,144.91648354909785,474.1278792988034,218.50377103100504,-216.7721403669574,5.048457779842735,90.33754420955417,23.851623378778857,55.85318109727704,40.09181752890106,113.61828058863982,1.116841872623362,0,0.5812719982044462
Limestone,60.823022858437625,1287.6063662425115,30.080809583834807,59.658502733550065,0.0016809360403049478,0.33791576168607274,90.961758786377,130.4654382153213,890.1392360086229,-60.823022858437625,5.3845794339567865,61.192146033492975,35.153567603230975,195.52737625684412,31.866170132863765,139.9779395168227,1.3153163773293108,0,0.5227701279310297
Granite,613.4820509517014,3666.8727289169556,30.68924406627251,117.76257500260486,0.17823762891762496,0.14731942630571657,174.65096214137205,614.9107318009915,931.9282833099296,-613.4820509517014,3.7195964945464537,51.4434601354874,17.408589560868027,104.86885906477352,25.449042492584077,443.59802040360614,2.8978712291198274,0,0.4061636107468677
Granite,435.32620544795594,1498.8164955894438,21.787388694433297,96.48709418552656,0.69765985626129,0.3898580420374187,59.612251268085956,345.02193443785524,862.783365325942,-435.32620544795594,2.2770387167725863,94.66585014409984,5.837792370458633,38.46492078916599,18.209650393345147,326.37885096383724,9.771420799767878,0,0.5856231351570151
Limestone,695.8109986910242,2658.2069562319475,45.60672806093521,51.72190353161132,0.8166387637543211,0.34514213623256007,135.162192751729,535.1247608017679,653.9876935222406,-695.8109986910242,7.109923027657086,37.53845427299588,36.3677892949137,56.97009172807363,44.06957597976,135.86486395068047,9.167398051976772,0,0.6492919627534194
Limestone,154.84366434754946,5295.334289137822,27.22494371440486,62.78090029376872,0.8183026162394238,0.18479573596402368,231.08955667862256,24.548763040951993,618.8005028027363,-154.84366434754946,0.2834858334292889,98.11831617852897,30.180403172338217,78.10317312949391,31.76636083587882,419.39459143897886,9.274373780454724,0,0.6740673889639974
Granite,565.4156108107413,1822.5593838467598,56.88028724734234,78.64183754255819,0.13275763909715788,0.19478913661078312,146.8196921685508,18.023001389012805,746.1914441951376,-565.4156108107413,6.565514715534575,39.53856714133384,44.57075454591427,128.61996188485708,25.024399896383215,167.4811852370709,7.178423634775467,0,0.40786635690994866
Limestone,271.76330538888294,4365.644207151737,23.55738589271254,31.784870479700647,0.34909238315157753,0.27718294446923414,177.50464648934272,559.4811673433594,882.007313578313,-271.76330538888294,3.8601714502838025,34.89254901913675,8.994377871162468,29.51805719853551,21.457264780334217,212.478940633004,7.951978377263934,0,0.3551260720292672
Granite,550.1963895980809,2080.2273355104962,43.36250656826131,98.26812550449885,0.16107388548463486,0.05378373197832911,146.78770470242574,677.4103668666843,530.8940474116513,-550.1963895980809,5.411891879677809,45.18289956266003,19.97746665696325,161.25081958820113,18.0062522992864,163.34176962566528,9.59922424960464,0,0.4979524059866748
Granite,221.0101220647228,1109.842153032872,49.09053408281062,82.96938854805421,0.4631060124685612,0.04718058800532004,79.34398634044766,323.47973490692885,708.5974302806691,-221.0101220647228,6.079444683947647,37.031954412701936,11.085607893980425,104.41445465457491,17.26569171974254,163.52855322826937,0.89154045653283,0,0.5163512287927897
Sandstone,600.3059712057922,5491.586450170625,34.70806726840499,166.00016881962654,0.26215986453428985,0.0328234779650932,261.35572975067487,13.303378964351186,836.0420379230076,-600.3059712057922,7.039929899301695,35.65535885152972,21.714474707362108,128.77331745775177,39.796989747048215,481.2014881639765,5.022300789570011,0,0.449881137903592
Sandstone,544.5727217600518,2614.5518875436683,55.05302212165759,83.11532325436599,0.0798868452424415,0.27813007301696585,163.31946914182055,178.49649970647442,655.485590711623,-544.5727217600518,5.376466542470137,57.41580163098356,17.075694498875887,122.34838934873022,15.870623255598963,151.96829249085613,0.6524586471412963,0,0.42060766889639567
Granite,269.8362071277712,2071.0691835287835,33.61304196021226,159.76125289183574,0.1943239394367744,0.23222978172011294,124.31024877654795,81.01856844652666,65.16243637077635,-269.8362071277712,7.719948247638655,64.11988863491707,12.408022588764295,90.37033446548229,23.412174794311607,253.10904460556628,1.157224989832969,0,0.3928934932283813
Limestone,663.7488799917859,4573.882549495876,22.094484483647303,62.61301584133209,0.48948312873510635,0.277141727113649,192.1298892888772,211.85268862040806,858.5804692289853,-663.7488799917859,0.6205864020546548,60.83372119292085,2.4533980344445427,49.133708884814745,15.521321265150613,430.4997653495023,6.825556114782909,0,0.4730977807888848
Sandstone,905.6471238530564,3310.445180846406,65.87197281541611,90.91572384106237,0.08301903770213226,0.21423836021803508,210.51732690721448,945.835838159665,727.6644982965107,-905.6471238530564,3.058265634310631,63.5847050364356,6.900066186015347,135.39384301576825,21.079102595534913,435.4910154897867,3.3338228623618784,0,0.4140626882855206
Sandstone,941.0422072191873,2796.5638218367444,40.61130407030029,118.38872467129093,0.7768525329522111,0.12205836080199482,150.37298444924093,877.5499824295888,825.2672814006283,-941.0422072191873,4.120243316476637,37.42802424210343,7.297505471357391,170.81092473131935,36.80777904379359,450.2596350482404,1.1239721080151255,1,0.8876738565177433
Basalt,918.7033314851811,5367.187835005406,52.28441124381054,172.31761018041468,0.040816127529638035,0.07803516135406197,274.5049099979289,2.3832560444991824,856.646489084739,-918.7033314851811,0.6175079916354607,75.7279852934483,47.69029548070163,156.76262567307836,37.96227861520124,250.32968119904658,2.589009429140028,0,0.44754129338049736
Limestone,657.8130522721339,1318.6045768142785,60.362536007054345,137.2297636768194,0.6142444055572006,0.20245116104209004,118.4924014343475,43.63329731477516,362.4886948220435,-657.8130522721339,2.259662133818181,22.187173310182793,18.13792220250871,184.88007040900442,35.38954124634084,183.68450034089568,1.0129692009641666,0,0.8056680143048643
Limestone,286.1963977333321,2560.0352702366636,49.832724997545526,107.05970363843707,0.3263411700404264,0.09101305296546132,156.39816165592293,30.20779643778093,622.0216076967837,-286.1963977333321,4.124906103680559,37.22353307624061,22.000967369421105,113.79070553710982,24.625676822470112,205.27663273083314,6.370510803410081,0,0.5734526123501354
Granite,759.790747658482,2444.790613871285,27.69834050604669,193.36369761619892,0.6041289528056704,0.026653122790737883,137.61847449944403,982.7004220275194,115.69426453870658,-759.790747658482,0.675782849298181,54.831046695732894,30.104187687918554,114.35093652604942,24.855791470702982,306.336766237617,0.365678827793251,1,0.6268125422376354
Granite,541.5211200910761,5954.972861361757,40.336935281213144,151.00144322268102,0.8721210395136877,0.24323840506470962,264.4716542010153,621.8825328743314,265.03744503465145,-541.5211200910761,2.3785727980357594,57.32493176737943,21.585372156751713,70.43904068285303,14.171075766307698,379.22031769372245,6.2336899041279334,0,0.6347997143403338
Sandstone,737.8679689966441,5084.068564702811,68.56770608868534,30.816600380645067,0.008167000991530782,0.21563832725432938,254.2808038209571,651.6918167337927,304.30094323450095,-737.8679689966441,3.402787748082945,36.22971843147431,14.979484400840153,15.077256749564993,10.640085730549206,318.54970008833163,6.035288537850935,0,0.1719183723106914
Sandstone,377.07575948732426,5044.386140546644,51.41282353767962,162.28403064521828,0.07152018417536599,0.018215867264574248,268.7217033056881,983.4974450359589,926.8621318121172,-377.07575948732426,3.7582468332045798,88.36431590845649,46.80627379249719,103.19898519864641,29.753987768727907,55.538625403621644,2.032515189047376,0,0.34043820534238056
Granite,639.4539416448526,2022.991168557949,31.644949687049298,116.2887076933867,0.6835992411687843,0.3912207270468594,112.05402912203475,960.5772947981571,105.93871540735,-639.4539416448526,4.056637535410702,54.88649281451753,5.959772599590013,120.90639692495755,18.25720754699551,179.03106327444834,3.3452822948650396,0,0.7710164043305642
Granite,762.3011198730453,2342.1050332850787,37.61105083626795,131.85927806863418,0.3977584174082578,0.35703004873807676,139.7049270106563,767.2000133154158,205.75523620156466,-762.3011198730453,7.616120724982073,21.25170969606937,41.17239531056865,25.291442851848387,35.96157655073452,74.17267378788306,1.5249113225477973,1,0.3512683201200437
Limestone,259.41369261715425,5215.3317794313725,21.076759728519157,146.59205136664767,0.4439807833171746,0.3110387916555153,216.52979083944055,918.2800303074582,609.5198871967569,-259.41369261715425,4.742567671729696,83.54547923295661,10.680589754952097,127.41444659285477,28.364342009547244,348.0690931964971,8.701404143812233,0,0.5734205405059418
Granite,284.3834667606856,4324.925498966904,29.96945311062307,143.03753498775455,0.8271429410820949,0.10888960779913114,204.43100667954087,624.887485436348,691.2094787533875,-284.3834667606856,6.012842631889637,36.04228776893403,19.226699131549836,72.84120391711157,40.54107994905999,50.95774893331523,3.6278038367391527,0,0.6439832713470383
Sandstone,576.2441455313439,1624.937520714021,41.90468172258051,69.14545523941138,0.6885867844734336,0.25796637432237873,82.52719053251894,922.402041360508,247.1548819494548,-576.2441455313439,5.891778889828117,51.78535475108781,48.12311730744726,76.16556838405918,10.25000934452408,459.98901095251915,4.08313918730819,0,0.5764590517822025
Granite,979.2410965511475,5555.850073412446,33.48311317778353,78.39599096200115,0.7157731841259429,0.05692216966790573,239.2609407572811,93.86787011533981,128.05001018487383,-979.2410965511475,1.382481141481792,72.20043714085296,21.745010507812264,113.80394433303363,24.610359782960977,370.3103244258697,2.301081325808485,0,0.6036515837927773
Granite,612.0118361142454,807.8678980561984,63.77774944091153,58.8568125827006,0.867086644452431,0.38557036440124115,98.10395945749046,248.31612917406886,638.2698885872486,-612.0118361142454,7.30646351230791,41.69968845914248,30.015926882353078,91.64990853569897,29.896563445262466,153.6599699053512,9.028366182162795,1,0.760910930898976
Sandstone,699.8326748635454,4952.835424659138,60.437933900242456,125.43010524154153,0.7942565875513447,0.34975258406189086,236.70105404705475,251.63143445485315,799.1488151903599,-699.8326748635454,5.575715150841489,35.661402654944474,4.47482790056633,118.87766432963693,33.91858698460959,16.674757839594655,5.576408471958606,1,0.786558969084999
Sandstone,868.2472850683182,5471.451740534978,29.169601196302736,112.43941145088897,0.5534017801095629,0.01161767006648189,242.10384024918443,869.4433319099871,996.3014141031672,-868.2472850683182,0.9840643875392203,39.583586962337776,6.634974936613563,13.699741136915877,34.844612083081245,309.58549901085473,7.1065855996769125,1,0.3042419949429182
Sandstone,800.5033447036958,5098.109865155094,46.52490618581503,80.71052320836772,0.5497245258594122,0.3641898991214292,239.46784681960602,381.4249675103153,502.419385884492,-800.5033447036958,3.0649539810048614,38.037876892981586,39.424739475979614,184.21023917728846,43.92996345030826,305.21525935950143,9.190088598002259,0,0.8337756922248486
Basalt,754.191176802911,1953.1300386821642,45.09472259819337,53.22114697836972,0.9735060966018785,0.3056061105962988,101.14235247803526,482.22485323964605,214.37280509762613,-754.191176802911,5.069734083592976,73.280719193019,9.390103384679449,171.07211674799544,21.344295983349397,23.341744801890883,0.596914889628285,0,0.961126555904606
Basalt,720.1280313021856,4970.414453434381,56.815952314755016,192.0519428985302,0.4570298159063343,0.11147193978382704,247.40981464835662,96.42598167288807,839.4727289037444,-720.1280313021856,7.815774268198113,39.59712512245099,9.546517962631878,93.50830177753204,26.058734064880664,6.918716693017357,3.8052722158645635,0,0.4775003305269072
Sandstone,726.500165134332,2586.2700090655508,53.449175295854154,101.82512757834215,0.40285225026084626,0.14407750475371223,155.14798778959414,801.0555377880926,544.9224257673309,-726.500165134332,3.8377227170901405,66.8846038025926,5.626488077634417,47.53190040919173,36.6461045148988,306.8780215366768,1.1638932005118852,0,0.3941615580271565
Limestone,168.298022320259,1636.68539585578,67.61016745505341,76.06743037416004,0.7488663504800219,0.24512338091990868,155.3085320132057,617.5844396517526,283.65009197668536,-168.298022320259,5.539320254378553,33.70817107827625,9.14110987216748,0.3684088586755285,18.289910680858778,172.8417714934744,8.852428256070215,1,0.43183622350710066
Granite,976.2420772197878,2063.630138140359,22.642718522619873,49.314139920479505,0.3764745991002476,0.21712366910783054,104.96920251955262,695.0356919561093,595.5181975988811,-976.2420772197878,1.7956996951698496,77.6960060963358,39.03674589531798,105.79511785849942,11.984113172581374,217.9531030849502,1.365409330111368,0,0.500255682629562
Limestone,408.38675263468565,2887.903252905341,51.496720910081144,51.21663275803742,0.9564323651309061,0.2006323834635161,160.67278036807653,757.2222382189041,641.5953018062279,-408.38675263468565,4.82733965759789,59.15703376945422,34.64230776155719,16.851498752988945,25.307498372816507,27.58511815505138,7.343681641062188,0,0.5681675428510978
Basalt,376.65986188432066,4463.197393418392,35.097358943751715,113.60762799498589,0.39959276291946744,0.1909094141786084,206.78925314329072,681.0858942450711,569.3955367572083,-376.65986188432066,6.106597974612272,30.91354436413149,10.017998402741323,41.095175886088555,29.808930228420543,78.44784371617747,7.893413911440811,0,0.3440082987932013
Sandstone,901.1765234769849,3500.801619012085,57.13273787208863,61.68362546683812,0.2569184353048778,0.12622624453985373,180.0211981453805,37.54164075819511,776.0987449045907,-901.1765234769849,4.411752288528682,48.5878519305606,19.6821433262399,170.77328432527477,31.458923802850475,27.743371758544132,1.3720803871442577,0,0.62999235138367
Limestone,744.4895510360391,5821.576967893063,25.407965166902223,34.86543215966874,0.3295038381922478,0.03439919504570579,216.66059834689597,658.2761063015503,154.91489346754528,-744.4895510360391,5.666720500015324,63.57412084530793,29.3019495974486,97.82475549811103,33.939462046513235,373.3816063648697,6.122853692437848,0,0.3711880760288981
Basalt,129.8318899936009,1426.2466254615063,16.259986157526342,69.89562253691453,0.13395826256836174,0.37901716535910146,76.39450454844223,776.5850078590413,297.97822853845014,-129.8318899936009,6.716921757230839,38.559485393214814,3.72563633584973,135.97518676408146,19.575385388680107,356.15009274917844,2.2344462170290424,1,0.49894980354117385
Granite,692.2271079499011,5652.942740286448,40.93217703764198,153.92724046800402,0.2990637586707994,0.34162511687517033,264.77845963320476,23.292302130893617,125.55495612787004,-692.2271079499011,0.47288015186874777,61.15423868927594,29.065598321704954,161.85819072373408,25.058945660939752,149.52212626303162,2.896393014048415,0,0.7849772223324388
Basalt,355.57575144093875,2494.0323889267415,26.989252825941637,127.77513235351663,0.3378070439932349,0.018762429450363927,142.12118019863357,595.18625201606,825.6238235088449,-355.57575144093875,6.528661851810396,31.033924265793225,11.823728166109404,49.212715920770655,25.70359201598192,454.45987482157034,0.5823732865073483,0,0.30799148001856197
Sandstone,319.4835126738606,3940.2498078597323,50.17740152950181,186.33567844481334,0.6917597594193552,0.3531176244910115,223.65129562869254,83.29613919103573,32.202287531002185,-319.4835126738606,6.590170873814861,50.14336994319652,28.518883262503923,92.13517998372389,24.6816824766603,96.02706030612529,0.41929672328501866,1,0.655390879859534
Limestone,777.2093794722081,1192.1846324233181,17.963287681490353,169.4923664216583,0.17462522165160033,0.2151527556767182,90.53879000832532,884.3638197639262,119.93219049563409,-777.2093794722081,2.387330168516412,49.48574606455158,33.83602585978012,196.6245345325657,35.70063609507676,412.9641210419507,5.440556072092187,1,0.5815347384658331
Limestone,801.948279339141,3497.996952366697,58.09842853878545,30.79319367220794,0.8225537062845336,0.3258363526902184,177.8190909788192,769.0353094141184,850.8219012007384,-801.948279339141,2.2318362913642,34.75539103897521,17.037085381669453,114.633377824615,13.047414292225007,222.2328526520591,6.896348057169219,0,0.864130348476313
Granite,493.7065116299831,2621.6049564223085,46.7309254410452,85.27551924809441,0.30725393494418685,0.04906726326853481,156.7152289982547,994.1450124259486,272.2184857556289,-493.7065116299831,4.711963313914794,70.80257886950945,17.27772170336106,0.9835175740993574,38.06897240029279,219.91225691364508,5.912468447612159,1,0.07606482498547928
Basalt,90.31665467351316,1059.009953669079,40.5000531404838,184.1026564770032,0.7474906045545857,0.3282164001399875,105.1825498388032,796.8143472958722,395.734204983188,-90.31665467351316,0.36494857160988126,57.36586073679714,16.042289703058916,86.19302960512138,31.37792091578965,412.6899506538564,5.408316637079316,0,0.6738824295273869
Limestone,865.1597417046893,4608.276785999754,30.410160605767864,46.283591847178855,0.9144280138721204,0.28042090026080213,190.76692760892368,569.5870956213648,930.5816245217072,-865.1597417046893,0.7848523356737127,36.302649084375005,10.342460618568278,7.057652174165163,26.427665749875818,5.772484338253891,5.303673035410155,0,0.5696598952736519
Sandstone,993.6805789941501,3445.6201347758365,54.593468146000106,33.85590390359499,0.22097211801511418,0.008127150900721648,188.4138994826949,974.6219170185614,262.09387727280955,-993.6805789941501,2.925529155378367,96.4125086894741,7.436979282564515,27.882619960142474,26.86053395236121,280.38330512429974,3.9132621152169076,0,0.20439349639262844
