Depth_m,Soil_Type,Approx_Hardness_MPa
192.4006977608033,Shale,40.74407475924632
704.9349578369482,Basalt,158.86044775387035
587.6198658560883,Basalt,157.25941824709943
405.7429739140141,Banded Iron Formation,115.35741017329364
576.1542581551228,Basalt,165.93319243732068
450.1026016856084,Banded Iron Formation,118.42294195908569
788.7460428633635,Basalt,162.88369239657368
442.5857737121168,Hematite Ore,147.29884783988746
779.9375057648115,Magnetite Ore,170.69352722905572
671.5226848430542,Magnetite Ore,156.14252570754323
39.18435819881321,Gravel,13.197179463796516
434.665723987336,Banded Iron Formation,116.51458798397364
221.94648955669143,Banded Iron Formation,117.06956839574185
614.9873663263521,Basalt,162.118488312185
363.5985977252016,Banded Iron Formation,115.49898530675883
743.7639704539185,Basalt,162.15448197510608
629.7661813927073,Magnetite Ore,168.1883440809014
604.5119826044894,Basalt,157.05203729833818
425.2290768942724,Hematite Ore,142.5765444213114
477.0960245484607,Banded Iron Formation,114.5532520670807
428.066290872236,Banded Iron Formation,118.13904016013515
613.481420665277,Magnetite Ore,170.8570120258564
56.79858488752201,Gravel,18.14283191203092
134.59464340319,Quartzite,87.77893016188654
17.00601068267318,Laterite,32.6682945250232
109.81555772497904,Shale,31.45373597196219
241.4651374520746,Banded Iron Formation,110.99412840801283
361.85247620666934,Banded Iron Formation,107.77862844356123
17.278462602770528,Topsoil,5.426114345719209
566.2468540019868,Basalt,161.77425032069175
581.3576825112102,Magnetite Ore,171.01371126484878
322.50467580404523,Banded Iron Formation,119.44284927817216
406.13110603396603,Hematite Ore,146.66206208864176
36.63692988432912,Sand,8.506832981580288
219.7560308777539,Hematite Ore,144.08656547959106
355.2839303216272,Hematite Ore,158.68631527632866
426.38612454169015,Banded Iron Formation,120.3265886529248
124.14236672704959,Quartzite,88.66133974439896
450.4426169378479,Banded Iron Formation,116.6369743717063
598.2533501736626,Basalt,159.57470088041705
49.572072689058366,Clay,4.187401096028295
773.8650012554123,Magnetite Ore,165.23271323749472
427.9617876916716,Hematite Ore,143.4016699574645
629.1070107965377,Basalt,163.33836468689947
603.1134411577358,Magnetite Ore,166.55292359321177
226.25244254439824,Banded Iron Formation,124.5652658222849
0.45570834406172267,Topsoil,10.430742275685322
233.71844696363507,Hematite Ore,156.3444967926797
96.4679747867649,Shale,41.162999292963086
253.00614069521936,Hematite Ore,150.97519721779287
129.96571966978286,Shale,29.781596448940974
692.0905443606262,Basalt,161.2967280519696
388.311879881959,Hematite Ore,144.13205478867874
459.89167449128337,Banded Iron Formation,117.8221037464467
424.93527500089516,Hematite Ore,146.98555968778766
544.6081136279829,Basalt,159.60488152088868
678.5554471793326,Magnetite Ore,174.88470790951712
278.82358834715444,Hematite Ore,146.9837134770469
28.18586188415635,Clay,10.951600339859986
0.47335420727234734,Topsoil,0.31657942788675797
582.4926252399262,Magnetite Ore,172.12699518383258
172.4427956845176,Shale,41.20208545299197
149.87742846136217,Quartzite,79.7803518781135
580.4356604886293,Basalt,159.31964975879774
312.96957649527207,Banded Iron Formation,117.52942822551447
146.89422077871424,Shale,32.856846152144385
263.57278258832537,Banded Iron Formation,119.70208532442604
326.1397018374744,Hematite Ore,151.5811055726308
520.8429674450308,Magnetite Ore,170.49965130065638
171.67223946166325,Quartzite,92.2227732834469
542.8114600549604,Basalt,155.26600548949366
580.4930459476756,Magnetite Ore,164.78229337898932
502.2742988260022,Magnetite Ore,171.18610470800937
425.94613999373587,Hematite Ore,144.52204381542356
35.77117239067551,Laterite,18.956243213188557
352.34519714749393,Hematite Ore,150.939061083946
53.606730335874616,Laterite,37.26092134641303
15.84947995479844,Clay,17.074972467103663
67.42669125654963,Clay,8.868132718024563
105.98484345190676,Quartzite,84.47467448078686
107.64684837483998,Shale,31.573842846072985
322.13056647963197,Banded Iron Formation,121.66936687554495
159.4329117462844,Quartzite,89.94393520684585
719.1856787537404,Magnetite Ore,160.38560558448694
138.03526696883955,Quartzite,92.19026234346997
683.5327686355564,Magnetite Ore,180.67826821419493
13.657379390686408,Clay,9.22000815730691
360.33682888556496,Hematite Ore,152.66604286697762
317.08913860831177,Banded Iron Formation,128.8671923811261
41.390011399226,Clay,2.076171018009367
322.1893389085114,Banded Iron Formation,122.36285124680624
723.827961415916,Magnetite Ore,171.4038475743238
750.0347426337646,Magnetite Ore,160.58833415812435
490.80999218684633,Banded Iron Formation,123.75802261485983
669.4440389166386,Basalt,160.70031180557473
142.6554318124248,Shale,37.307522167197476
656.8094270080649,Magnetite Ore,168.35457112024264
437.42343898345564,Banded Iron Formation,120.35442785746166
505.2784944980722,Basalt,155.13521165732544
504.309786163176,Magnetite Ore,166.6279002387182
420.051066723248,Hematite Ore,144.43446362229182
167.44472923774342,Quartzite,91.90130745263235
80.7342014487248,Shale,37.52229978651474
296.83963793841264,Hematite Ore,153.08295569787074
459.91905854593836,Hematite Ore,158.92955089154694
61.090810928498215,Clay,12.404658606466725
164.8393222013654,Quartzite,97.45242097107648
12.089891387165785,Topsoil,7.400883054008179
140.07556764743728,Shale,45.058877094699646
132.35792614311669,Quartzite,86.38717234178057
52.38988929630004,Gravel,14.615555765667821
2.6264792067022924,Laterite,22.007018642483693
149.6500131837043,Shale,40.946735727236025
401.767924324845,Banded Iron Formation,122.67158963375014
210.4468878390958,Hematite Ore,139.19198032111916
16.903250579296447,Laterite,26.07402297084824
523.4059932152592,Basalt,165.60092035256685
58.74109123092737,Laterite,31.84188159720052
170.3790520998889,Shale,47.7208070528906
643.3632043792537,Magnetite Ore,166.7842926936642
14.228549738971541,Clay,11.215506004968466
10.929574863893166,Topsoil,14.974857187607922
514.8005332453263,Magnetite Ore,164.04012926739034
418.17264846679905,Banded Iron Formation,123.4414307465625
380.690106955144,Banded Iron Formation,112.4653670666022
464.6973578300706,Hematite Ore,154.41808383561582
63.76171612821268,Clay,13.886485342135753
84.0282226257477,Dolomite,52.85231557306278
742.2442093568066,Basalt,151.28225654552529
193.1188936867061,Quartzite,83.89709836874412
799.2970420616509,Basalt,165.47970222597553
676.27365105912,Magnetite Ore,170.8101860192322
291.00628555988044,Hematite Ore,146.30669614713395
224.16377768150647,Banded Iron Formation,117.07952168143389
395.6497759135357,Hematite Ore,149.38365198029393
718.31748547766,Magnetite Ore,170.0333899455534
628.3919947018467,Magnetite Ore,173.13798656937314
94.48397024556199,Dolomite,57.133850672166105
83.17674643736063,Quartzite,89.73045226849592
6.206168361853948,Laterite,19.19335740769678
71.8102042100993,Sand,4.840764853574456
275.38843325104284,Banded Iron Formation,120.06139592123229
740.2412000550839,Basalt,164.2505927665505
409.75577485267786,Hematite Ore,146.20875560464623
410.3146379417344,Banded Iron Formation,120.31877462631296
687.5613335562845,Basalt,159.15999631698108
668.201283771999,Magnetite Ore,169.89810586833693
733.1294521281981,Magnetite Ore,165.86519815150425
675.9107349747107,Magnetite Ore,164.88421193616404
490.0996715119924,Hematite Ore,152.48415276003973
140.13414506751224,Dolomite,67.71415732379928
699.2698342144457,Magnetite Ore,173.91578814844456
246.10716686174828,Hematite Ore,149.88999906608325
376.99935074331154,Hematite Ore,150.1523018849677
515.5848037949188,Basalt,159.0043838970455
125.85112550504843,Quartzite,79.60311818821609
758.9037690005817,Magnetite Ore,176.19161208646017
91.69664927441276,Dolomite,57.592200048268374
28.301263297911117,Sand,12.757088961085728
385.2705956873174,Banded Iron Formation,129.623115895296
76.1939915010723,Sand,7.590947126850497
328.29006173992525,Hematite Ore,143.09752652437777
257.0124164598187,Hematite Ore,146.26639458652022
301.07234710565757,Banded Iron Formation,127.31482703304025
304.9546684882982,Hematite Ore,152.85180061352185
432.4405986859685,Hematite Ore,144.5878241882075
286.2421919795559,Banded Iron Formation,117.07076738165101
418.86529423931853,Hematite Ore,150.76942377515263
147.28065328351886,Quartzite,98.17569608775514
371.14417828445613,Banded Iron Formation,114.86695264694148
663.6675355277388,Basalt,168.0409781617735
625.5336481573978,Magnetite Ore,173.71256965564822
157.08860006494714,Quartzite,93.9604698725475
137.15287969627764,Quartzite,82.41067261422042
57.583551030516844,Sand,3.2874845336861576
485.9089833829049,Banded Iron Formation,127.0470934843559
510.73619090791266,Magnetite Ore,167.14360581488222
276.3470218019763,Banded Iron Formation,117.29574498961827
270.36305040789915,Banded Iron Formation,125.6776739119719
600.8990276019815,Basalt,162.12978736309992
37.499548228486915,Sand,14.092714309564956
607.4669307063739,Magnetite Ore,176.5669438584748
489.63705855243853,Banded Iron Formation,119.6509665442753
723.2512148581056,Magnetite Ore,170.9937648663069
82.1469048693725,Quartzite,87.71439056136512
40.459364540477424,Clay,8.385219414053314
110.816317936394,Quartzite,84.15356629210592
514.3787589251307,Basalt,166.44993423136833
317.9130924665496,Hematite Ore,156.05058087645176
748.2471970437483,Basalt,155.5592642104216
373.4030181058396,Banded Iron Formation,115.30278899034725
440.69307875830884,Hematite Ore,145.34489808885422
321.18090742193147,Hematite Ore,154.8214534516857
377.98474682052785,Hematite Ore,151.4631122171926
235.63475528537631,Banded Iron Formation,127.65499683756556
204.22619476221965,Hematite Ore,153.14487943505296
777.5616743586156,Basalt,155.57280759675984
456.4215322039723,Banded Iron Formation,123.95400531624499
466.2153220509536,Hematite Ore,149.79960539480504
432.4537099404106,Banded Iron Formation,121.35595443184582
573.3332427255093,Magnetite Ore,171.72702391017322
286.9444183881866,Hematite Ore,147.44820090030709
489.0206925094394,Hematite Ore,154.72944612329493
74.82776120989945,Sand,11.301730796327375
57.41363720828918,Laterite,27.281231051115874
61.41428738725709,Clay,6.607896970520303
96.31416312678587,Shale,35.707613858114286
460.6824177949238,Hematite Ore,154.30263993143183
40.026102716745356,Laterite,34.53682807336903
219.92609304987027,Banded Iron Formation,122.1384871567833
613.233520420705,Magnetite Ore,169.6872004758691
624.5094253374706,Basalt,156.81951857690032
706.6463550699596,Basalt,163.27441196459299
462.65343461220664,Hematite Ore,150.47101194650557
789.5485643063362,Magnetite Ore,170.66828635284162
32.42800256666803,Sand,13.209472781596222
88.6090240089664,Shale,40.92344873626254
792.207410679741,Magnetite Ore,165.64192635561866
187.61037746984348,Dolomite,61.40961530820193
689.4308888004476,Magnetite Ore,168.90687619880893
253.8528304584667,Hematite Ore,156.30520638193804
449.1642907868674,Banded Iron Formation,115.75170666657733
265.71993266607154,Hematite Ore,142.37301416650246
213.00336343081278,Hematite Ore,146.85196185333706
449.02211742070665,Banded Iron Formation,117.23887302171703
514.5045492327943,Magnetite Ore,172.54404985975995
330.8778323059543,Banded Iron Formation,119.2051088350664
299.18769412909165,Banded Iron Formation,115.01727128182475
519.0785598310276,Basalt,156.47387457366088
544.953525477294,Magnetite Ore,166.90003198645167
772.1334623389537,Magnetite Ore,179.15654606188875
200.75569528962288,Hematite Ore,149.49954346680028
198.37036231717215,Dolomite,53.65334234086299
129.30823110931334,Quartzite,77.83619614497302
88.70163147648657,Quartzite,95.5717827814998
303.32663259561025,Banded Iron Formation,121.6963790313369
405.75266213500873,Hematite Ore,154.00234952654853
77.33897399712203,Clay,14.376768727534875
102.5143708751048,Quartzite,86.82764655157129
217.26332967727737,Hematite Ore,142.35964294662458
428.54200590080336,Banded Iron Formation,123.1925549431331
752.0793079043899,Magnetite Ore,173.02383680489828
697.9625946390751,Magnetite Ore,169.20749732422786
601.2027427471945,Magnetite Ore,177.55608970203883
527.2453972004373,Magnetite Ore,160.95030174597835
67.2128457275405,Sand,14.188491512685179
795.9532116699318,Basalt,158.83637194959326
473.86545262462187,Banded Iron Formation,117.17184293234281
225.72498419386724,Banded Iron Formation,117.04254941626232
776.5814076885619,Magnetite Ore,174.75539444614438
646.5412104590838,Magnetite Ore,159.88096753334005
15.63909982053282,Topsoil,15.362475663802652
142.75486453322506,Quartzite,95.58784887868548
158.88749550785005,Quartzite,89.22537400837003
164.34822348600244,Shale,42.29838780416014
723.3204840452174,Basalt,158.63569307891316
472.71215740291285,Banded Iron Formation,111.45954062686891
78.87227959237447,Sand,12.461988131215046
356.4531848544994,Hematite Ore,151.95485276383718
220.76427165211047,Banded Iron Formation,122.21965841790417
749.5006047029799,Basalt,162.98584909220443
11.606458413048593,Laterite,33.461380542656826
346.5990048822306,Hematite Ore,156.66103994481148
263.7625951947802,Banded Iron Formation,120.91350219055654
684.4486687289173,Magnetite Ore,163.9061684371771
564.8906237042238,Magnetite Ore,172.03980572443282
487.0202760683318,Hematite Ore,156.5699082088385
88.88101558232462,Dolomite,52.09969655517774
702.5626527156442,Magnetite Ore,173.0873914301004
344.76989736241813,Banded Iron Formation,115.36468502905855
689.9303798510762,Basalt,165.65744359988284
423.5154204668321,Banded Iron Formation,115.25067132211363
605.5888179733088,Magnetite Ore,165.96851545814977
491.94818499287993,Hematite Ore,151.90619307336698
174.57985325851988,Dolomite,69.3155842227205
137.05278219924855,Quartzite,89.07547863422079
615.4929240856128,Basalt,162.16949528526266
621.1564226221375,Magnetite Ore,172.29598328155575
548.4793665143725,Basalt,157.09451436844617
384.3519611877782,Hematite Ore,152.7938670446602
634.3547337667031,Magnetite Ore,170.1975983992983
235.69935270651686,Hematite Ore,159.15710217137746
356.36836575031083,Banded Iron Formation,121.77188202233086
456.0967591862038,Banded Iron Formation,115.4352444213382
639.2938688471004,Magnetite Ore,176.07865732374415
336.24553684680416,Hematite Ore,146.43055972726398
633.8245369213596,Basalt,159.3164521836159
784.1754131824925,Basalt,165.48990216437596
67.76295765038176,Laterite,27.696857759916256
280.36424516113397,Banded Iron Formation,127.07864167198065
166.75213902111432,Quartzite,94.02729088555219
281.1101048514332,Banded Iron Formation,115.86044677862964
283.63591170891675,Banded Iron Formation,123.33874892692083
712.5596256363928,Basalt,155.65087555750506
494.59950662444686,Hematite Ore,154.94078766313302
65.87665192643772,Laterite,28.798358261698358
343.64439620699886,Banded Iron Formation,126.62831464542475
100.83744527914833,Shale,43.463334482713336
29.00256379787729,Clay,-0.10110384395858141
373.05372825918977,Banded Iron Formation,124.25147745309528
65.0971409625833,Sand,8.496846988211953
710.3441381948705,Magnetite Ore,172.02048804026103
299.8945081667549,Banded Iron Formation,116.13847450666954
654.315667113305,Magnetite Ore,173.3182305327233
428.08662308200746,Banded Iron Formation,110.6368893283873
149.357133497998,Dolomite,66.08373113100909
199.02542763574365,Quartzite,80.6032545101132
712.3895476213061,Basalt,162.07064638975854
578.8223673940416,Basalt,163.03152255848875
157.54362847239997,Shale,32.6702347251995
566.4540043820086,Basalt,164.85711818525064
607.7732212310337,Magnetite Ore,169.54665929847738
317.5507478302993,Banded Iron Formation,114.06024268311462
321.8378136688988,Hematite Ore,139.76401604399868
616.5775838673093,Basalt,164.3223075392551
578.3420052846084,Magnetite Ore,176.95268711924837
594.1050113651266,Magnetite Ore,168.7364386250413
515.095190649613,Basalt,160.21531859218055
631.5248545981557,Basalt,156.85430080298715
87.29117576198746,Quartzite,94.03010535384718
473.13059440687164,Banded Iron Formation,130.50403633219128
392.5749419493428,Hematite Ore,148.84804907312966
584.484707380629,Basalt,162.8865373382312
345.58202825083794,Hematite Ore,147.39564372347814
34.41330306797825,Clay,9.153130712156253
234.9650554983133,Hematite Ore,152.53474986313563
686.4961433011962,Magnetite Ore,174.60874729987265
373.53685052883134,Banded Iron Formation,117.08041482117413
505.0306001325964,Basalt,155.52470963195142
565.2527362496173,Magnetite Ore,172.4863222739071
80.79581056603074,Shale,39.46160148116377
185.11892971078962,Shale,44.43898091817429
437.9228019997814,Banded Iron Formation,120.80613142093038
136.28422928312494,Shale,42.66287175773042
499.6420940244435,Banded Iron Formation,117.7255602565935
163.0146333541769,Dolomite,57.45958209443675
722.7432866649675,Basalt,164.8536189697439
547.3120994702899,Magnetite Ore,171.19487828863709
650.5782215470862,Basalt,156.51533237506825
171.27878611409182,Quartzite,96.00943012389428
200.9398423900028,Hematite Ore,153.13357492227
269.9303464003083,Banded Iron Formation,123.70103773596325
687.8704544839435,Basalt,165.65482595541943
441.1847807706355,Banded Iron Formation,125.58572104528318
573.5289421923462,Basalt,165.42268813539448
178.93826125151006,Shale,43.57501856036821
36.57141453608182,Gravel,13.421757747605422
205.10966390639115,Banded Iron Formation,127.92105101302978
462.5827654559362,Banded Iron Formation,124.36646507673264
337.8286160023347,Banded Iron Formation,116.64283593867111
531.8201525437547,Basalt,157.50276467050148
564.4115293175345,Basalt,164.83169700332977
200.58078097433105,Banded Iron Formation,106.32043476080376
760.4231104005521,Basalt,152.07113585834972
568.0448939094615,Magnetite Ore,174.61744316292467
538.3414392252206,Basalt,161.1987900594677
21.955578049029523,Laterite,37.66679035621615
507.1919133965532,Basalt,159.3832420923331
376.26885706209833,Banded Iron Formation,125.06428021394768
423.0435407735491,Banded Iron Formation,101.47049664526003
687.0742957772234,Basalt,167.8491115677095
500.7423872745477,Magnetite Ore,171.9285596830106
135.78593559467402,Shale,36.75854965891521
56.788338962960424,Laterite,25.82881684913656
619.326081183435,Basalt,156.00725680065156
577.8285269075482,Magnetite Ore,166.25281820007606
710.626526799201,Magnetite Ore,164.91631552934132
593.0511052217967,Basalt,154.01831039326208
710.2347954292057,Magnetite Ore,168.94837638803156
749.3035065921365,Basalt,164.8796274024298
659.9111507469104,Basalt,169.00323403924807
684.094765922694,Magnetite Ore,173.07159727052093
249.99465895950107,Banded Iron Formation,115.61515364152999
317.88511792993353,Banded Iron Formation,118.39825680798488
290.9172531852774,Hematite Ore,152.2947208639667
278.8163329611537,Banded Iron Formation,123.30620552000039
573.4587871810104,Magnetite Ore,180.15943021351418
103.37979278201095,Shale,42.03879140667022
571.4555080954664,Magnetite Ore,160.49682020303098
656.3537164655336,Basalt,161.08508316620106
443.58036649241023,Banded Iron Formation,109.05297983550247
610.957487097736,Basalt,157.37959941874345
652.2439402641673,Basalt,161.15615211064699
149.24199799731443,Dolomite,51.32701795675003
442.7021212747705,Hematite Ore,156.7560355350224
86.84258815822963,Shale,35.176062567814775
458.56603829491445,Banded Iron Formation,115.95229016195783
632.049961334928,Magnetite Ore,168.5158852294149
5.4352585325943,Laterite,39.77873770575123
358.99357565835646,Banded Iron Formation,118.91103569648888
718.9910259308269,Basalt,154.5811707774977
484.9354587226747,Hematite Ore,149.06673526639844
439.3437213497615,Hematite Ore,143.3626519844161
468.30696338411366,Banded Iron Formation,118.67196182746783
748.1390525942456,Magnetite Ore,164.20640819817854
462.17833158811345,Banded Iron Formation,121.501957916107
324.13513374119054,Hematite Ore,153.96492134277054
560.2999519351001,Magnetite Ore,160.33198699207477
334.8415171139027,Hematite Ore,147.2054988334027
275.828879951771,Hematite Ore,144.00428921485826
745.5868291498643,Basalt,163.0769578458824
318.3463109400966,Hematite Ore,144.06830500118795
95.2545631797804,Quartzite,85.40403996706307
528.7695438259161,Magnetite Ore,166.13102570513746
154.2825299506256,Quartzite,95.82968511890286
555.7082309996285,Basalt,153.43425632307807
652.229758138323,Basalt,154.50673878189752
12.680512824382095,Topsoil,8.730965356727278
733.9705806033221,Basalt,159.49134722957078
160.83796981153426,Dolomite,59.205867801742755
359.7895695316021,Hematite Ore,147.71084190886856
588.47208447772,Magnetite Ore,178.1299164806827
264.8095298493268,Hematite Ore,148.04148439533034
301.05253799022114,Hematite Ore,147.92171791317344
244.26982936199383,Hematite Ore,153.2233241917356
421.38239323500574,Banded Iron Formation,123.75423565532586
481.1798805309718,Hematite Ore,145.6250200811654
452.88705295679705,Hematite Ore,149.2914392220064
260.26744893288577,Hematite Ore,151.63278501075257
586.7796269097588,Basalt,162.91003937404133
368.2803316778152,Banded Iron Formation,112.65830334813393
108.09227686529086,Dolomite,58.33444853096538
378.1456619042571,Hematite Ore,144.10775364276316
521.360000351235,Basalt,157.48685233420974
56.53741435475821,Laterite,30.3025808633233
659.7200812407746,Basalt,161.21073358087838
404.3999624343254,Hematite Ore,159.01558903688888
752.7498541417538,Magnetite Ore,159.45986037686154
353.2536867811885,Banded Iron Formation,109.86924797619616
51.22488136599755,Laterite,32.65146905392093
255.62419185136412,Banded Iron Formation,120.18534263975687
255.94405894233495,Hematite Ore,142.80513880037853
650.960677711392,Magnetite Ore,165.76630727555116
44.75703549940731,Sand,0.9509095697647627
115.92763496530924,Shale,39.73691575704946
705.2002767723942,Basalt,157.47371149372412
534.3835818682062,Basalt,158.46505993728857
733.5229077768305,Basalt,161.32956433331893
243.90333617286322,Banded Iron Formation,118.42421058002118
534.238402156983,Magnetite Ore,171.1595799062649
753.5678465630994,Basalt,160.55603954261684
471.3053679492189,Hematite Ore,150.55374101157895
147.283818691203,Quartzite,91.76563412732732
789.1107972080072,Basalt,171.65545836091394
181.9162139327548,Dolomite,52.833992465291104
154.34056026183097,Quartzite,90.0021536899331
543.4823817624555,Magnetite Ore,167.45760983766124
764.6631569615449,Magnetite Ore,163.6393280479103
53.85399931886816,Gravel,24.095071328283975
231.26466597880136,Hematite Ore,149.58974681113412
151.82870654681997,Quartzite,91.677299807833
436.68677457617173,Hematite Ore,140.3573761806973
723.1189858807055,Magnetite Ore,174.30733640576776
797.9222203900964,Basalt,161.966818769598
229.64551525796404,Banded Iron Formation,119.2417045377394
632.7448484843795,Basalt,154.00570538731392
195.58755015923612,Dolomite,64.80822511806016
523.3161778657861,Magnetite Ore,161.9981359807436
678.8029944157995,Basalt,159.0953464766836
284.1145212932291,Banded Iron Formation,126.34476300611568
425.735889029521,Banded Iron Formation,117.46925803518029
21.046625910125094,Gravel,8.57130714963834
600.5232737544023,Basalt,156.17494250565082
624.7256146312066,Magnetite Ore,164.34936292022468
217.70922954248482,Banded Iron Formation,114.50983783384808
250.18637016629378,Hematite Ore,150.8304242902443
757.9310725330948,Magnetite Ore,173.3739514250112
343.34698953225774,Hematite Ore,144.93412709539527
311.98692948823543,Banded Iron Formation,123.88830365495018
130.89352255271382,Quartzite,85.88774022192585
641.4142043686927,Basalt,154.67856429774844
350.96730613816965,Banded Iron Formation,114.8718498526789
568.407875027053,Basalt,157.9823498471435
135.22727573195957,Quartzite,92.43838500549812
158.4116279228489,Dolomite,61.079542509244725
256.72054495656323,Banded Iron Formation,130.23107774806957
564.8355651063822,Magnetite Ore,167.93193642643877
